class_id,updated_at,skills,location,provided_materials,instructor,learning_objectives,title,cost,description,course_type,id
CLASS_0501,2026-03-30 13:12:16.793000+00:00,"['Pottery', 'Creativity', 'Cultural Heritage', 'Craftsmanship', 'Design']",Cornwall,"['Pottery clay', ""Potter's wheel"", 'Kiln access', 'Design templates inspired by Cornish folklore', 'Painting and glazing tools']",Ceramic Cedric,"['Understand the basics of pottery making using traditional Cornish techniques', 'Learn how to create whimsical designs inspired by local folklore', 'Master the use of different pottery tools and materials', 'Explore the history of pottery in Cornwall and its cultural significance', 'Develop a creative mindset to produce uniquely personal pottery pieces']",Cornish Pixie Pottery,65.0,"Join us in the enchanting world of ""Cornish Pixie Pottery,"" where whimsy meets tradition in the heart of Cornwall. Led by the delightful Ceramic Cedric, this class invites adults to explore the heritage craft of pottery with a playful twist. Students will delve into the basics of pottery making, learning how to shape clay using traditional Cornish techniques that have been passed down through generations. Participants will immerse themselves in the lore and legends of Cornwall, drawing inspiration from pixies, giants, and mermaids to create their own unique pottery designs. The class will cover essential skills such as using a potter's wheel, mastering hand- building techniques, and understanding glazing and firing processes. Students will also gain insight into the cultural significance of pottery in Cornwall, enriching their appreciation of this heritage craft. In a joyous, creative atmosphere, students will produce charming pottery pieces that reflect their individual style and the magic of Cornish folklore. Whether it's a pixie-themed mug or a mermaid plate, each creation will be a testament to the students' newfound skills and creativity. With all materials provided, including clay, access to a kiln, and design templates, ""Cornish Pixie Pottery"" promises a memorable journey into craftsmanship and cultural exploration.",Heritage Crafts,CLASS_0501 Cornish Pixie Pottery
CLASS_0545,2026-03-30 13:12:10.998000+00:00,"['Yarn Spinning', 'Color Infusion', 'Fiber Arts', 'Storytelling', 'Historical Techniques']",Exeter,"['Spinning wheel', 'Selection of magical fiber blends', 'Colorful dyes sourced from ancient recipes', 'Instructional booklet on historical spinning techniques', 'Tea and biscuits for inspiration breaks']",Professor Twizzle Bobbin,"['Master the art of spinning yarn using timeless techniques', 'Understand the history of yarn spinning across various eras', 'Explore creative ways to infuse magical colors into yarn', 'Develop the ability to recognize quality fibers by touch', 'Create a personalized enchanted yarn that tells a story']",Enchanted Yarn Spinning for Time Travelers,85.0,"Dive into the whimsical world of yarn spinning, where threads of time and magic intertwine! Led by the illustrious Professor Twizzle Bobbin, this enchanting course will take you on a journey through history, teaching you the ancient art of spinning yarn while infusing it with your own unique touch. Perfect for adults seeking to escape the mundane, this class is set in the charming locale of Exeter, amidst the cozy confines of School of Dandori. From the Egyptians' flax to the Vikings' wool, uncover the secrets of spinning yarn as you learn to operate a spinning wheel with precision. You'll explore techniques across eras, discovering how to imbue your yarn with colors inspired by nature's palette and mystical recipes. Participants will become adept at recognizing high-quality fibers, choosing materials that speak to them. Through storytelling and hands-on practice, you'll not only create yarn but spin tales woven with history. This course provides all necessary materials, including a spinning wheel, a curated selection of fibrous wonders, and vibrant dyes that promise to add a touch of magic to your creations. Enjoy breaks with tea and biscuits, allowing your creativity to flow freely as you connect with fellow time- traveling yarn enthusiasts. By the end of the class, you'll leave with your own enchanted skein, reflective of your journey through the ages, and the skills to continue spinning your way into an endless tapestry of possibilities.",Fiber Arts,CLASS_0545 Enchanted Yarn Spinning for Time Travelers
CLASS_0629,2026-03-30 13:12:10.303000+00:00,"['Woodworking', 'Musical Instruments', 'Craftsmanship', 'Cultural History', 'Fine Motor Skills']",Cambridge,"['Carving knives', 'Selection of local and exotic wood', 'Protective gloves', 'Wood polish and finishing materials', 'Instructional booklet on musical spoon playing']",Maestro Woodington,"['Learn the basics of spoon whittling using traditional methods', 'Understand the musical properties of different types of wood', 'Craft a set of wooden utensils to form a rudimentary musical ensemble', 'Develop hand-eye coordination and precision through carving techniques', 'Explore the history of musical spoons in various cultures']",Enchanted Spoon Whittling & Musical Utensil,65.0,"In the enchanting city of Cambridge, join Maestro Woodington for a whimsical journey into the art of spoon whittling, where you’ll not only craft beautiful utensils but also transform them into melodious instruments. Our 'Enchanted Spoon Whittling & Musical Utensil Orchestra' class invites adults to escape the humdrum of daily life and embark on a creative adventure that merges craftsmanship with musical exploration. During this two-hour session, students will learn the traditional techniques of spoon whittling, gaining hands-on experience with carving knives and a selection of local and exotic woods. Maestro Woodington, a seasoned craftsman, will guide you through the process of shaping your spoon to perfection, while sharing the fascinating history of musical spoons across various cultures. Once your spoon is carved, discover its musical potential by joining others in forming a unique utensil orchestra. Through experimenting with the acoustics of different woods, you’ll create harmonious sounds and learn the basics of spoon percussion. This playful class promises to enhance your skills in woodworking and musical performance, while bringing a delightful sense of accomplishment and joy. Leave with your crafted set of musical utensils, a new appreciation for heritage crafts, and an unforgettable experience that blends tradition with whimsy. Perfect for those seeking a unique skill and a joyful escape from the ordinary!",Heritage Crafts,CLASS_0629 Enchanted Spoon Whittling & Musical Utensil
CLASS_0662,2026-03-30 13:12:10.086000+00:00,"['Mindfulness', 'Stress Relief', 'Coordination', 'Mental Health', 'Playfulness']",Peak District,"['Juggling balls', 'Yoga mat', 'Laughter guide booklet', 'Water bottle', 'Mindfulness journal']",Giggles McGee,"['Practice mindfulness through laughter yoga techniques', 'Learn basic juggling skills for improved hand-eye coordination', 'Understand the benefits of laughter for mental health and stress relief', 'Develop breathing exercises that promote relaxation', 'Foster a sense of playfulness and joy in everyday life']",Laughter Yoga and Juggling for Joy,55.0,"Step into a world where laughter is the best medicine and juggling is more than just child's play. Led by the ever-joyful Giggles McGee, this class combines the ancient practice of laughter yoga with the playful art of juggling, all set against the serene backdrop of the Peak District. Perfect for adults seeking a break from the monotony of daily life, this class will teach you how to find joy and mindfulness through simple, yet effective techniques. Participants will start their journey with laughter yoga, a unique exercise routine that uses laughter as a tool for wellness and mindfulness. Giggles McGee will guide you through a series of breathing exercises and playful improvisations to induce genuine laughter, helping to reduce stress and boost mood. Once you're warmed up, you'll venture into the world of juggling. Using provided juggling balls, you'll learn basic tricks and techniques that improve hand-eye coordination and stimulate the brain's pathways for concentration and focus. As you navigate the challenges of juggling, you'll discover a new sense of playfulness and joy. Throughout the class, you'll keep a mindfulness journal to reflect on your experiences, capturing those moments of laughter and triumph. By the end of this whimsical class, you'll have practical skills to bring joy and mindfulness into your everyday life, leaving you feeling refreshed and reinvigorated.",Mindfulness,CLASS_0662 Laughter Yoga and Juggling for Joy
CLASS_0684,2026-03-30 13:12:11.208000+00:00,"['Mindfulness', 'Stress Reduction', 'Playful Meditation', 'Sensory Awareness', 'Joy Cultivation']",Chester,"['Bubble wands with varying designs', 'Eco-friendly bubble solution', 'Aromatic essential oils for calming infusions', 'Personalized mindfulness journal', 'Portable wind fan for bubble guidance']",Serenity Soapbubble,"['Master the technique of mindful bubble blowing', 'Learn how to create and use a bubble meditation space', 'Understand the benefits of sensory mindfulness', 'Develop techniques for stress reduction through play', 'Cultivate a sense of joy and inner peace']",The Art of Bubble Meditation,45.0,"In 'The Art of Bubble Meditation,' led by the enchanting Serenity Soapbubble, students will embark on a whimsical journey that combines the timeless joy of bubbles with the profound calm of mindfulness meditation. Held in the tranquil gardens of Chester, the class begins with an introduction to the philosophy of bubble meditation and its roots in sensory mindfulness practices. Participants will be provided with an assortment of creatively designed bubble wands and eco-friendly solutions, each infused with calming essential oils. Throughout the session, Serenity will guide students in mastering the art of mindful bubble blowing, encouraging them to focus on their breath and the gentle act of creating bubbles, which is both meditative and playful. You'll learn to craft your own bubble meditation space, a sanctuary to escape the hustle and bustle of daily life. The class will also explore the tactile and visual aspects of bubbles, fostering a deep connection with the present moment. As you watch your bubbles drift and burst, you'll develop a sense of joy and peace. By the end of the class, you'll have a personalized mindfulness journal filled with reflections and techniques to continue your practice at home. This unique blend of meditation and play is perfect for adults seeking a refreshing way to achieve stress reduction and cultivate happiness.",Mindfulness,CLASS_0684 The Art of Bubble Meditation
CLASS_0762,2026-03-30 13:12:11.106000+00:00,"['Dance', 'Creativity', 'Performance Arts', 'Cultural History', 'Improvisation']",Cotswolds,"['Colourful umbrellas', 'Dance instruction booklet', 'Music playlist for practice', 'Costume accessories', 'Performance journal']",Drizzle McCloud,"['Master the basics of umbrella twirling and footwork synchronization.', 'Understand the history and cultural significance of umbrellas in performance art.', 'Develop personal style and creativity in dance routines.', 'Learn techniques for performing in various weather conditions.', 'Explore improvisational dance skills with props.']",The Art of Whimsical Umbrella Dancing,65.0,"In the picturesque setting of the Cotswolds, join Drizzle McCloud, an acclaimed performer and expert in the niche field of umbrella dancing, for a class that transforms the everyday into the extraordinary. ""The Art of Whimsical Umbrella Dancing"" invites adults to rediscover joy through the playful integration of dance and one of the UK's most iconic accessories— the umbrella. This class begins with a light-hearted history of umbrella usage in the arts, highlighting its significance from Mary Poppins to modern-day Busby Berkeley-inspired routines. Participants will learn basic umbrella handling techniques, including twirling, flipping, and incorporating footwork, under the careful eye of Drizzle McCloud. Students will develop their unique dance style while exploring routines set to a specially curated playlist featuring everything from classic show tunes to contemporary pop hits. They'll also practice improvisation skills, learning to adapt their performances to the whimsical weather conditions of the Cotswolds, whether it be a gentle drizzle or a sunny day. By the end of the class, participants will have choreographed a short group performance, capturing the essence of fun and elegance that defines umbrella dancing. With costume accessories and personalized performance journals provided, students will not only gain confidence on their feet but leave with a memorable experience that brings a splash of joy to their lives.",Creative Arts,CLASS_0762 The Art of Whimsical Umbrella Dancing
CLASS_0800,2026-03-30 13:12:04.244000+00:00,"['Culinary Arts', 'Emotional Cooking', 'Creative Presentation', 'Flavor Pairing', 'Vegetable Carving']",Norfolk,"['Apron decorated with joyful carrots', 'Vegetable carving tools', 'Assorted vibrant vegetables', 'Alchemy recipe booklet', 'Mood-enhancing spice kit']",Chef Joyful Carrot,"['Understand the basics of vegetable alchemy and its historical significance', 'Learn techniques to infuse emotional positivity into everyday cooking', 'Explore different methods of creatively presenting vegetables', 'Develop skills to create mood-enhancing meals', 'Discover the art of combining flavors to evoke specific emotions']",Culinary Alchemy: Transforming Veggies into,75.0,"Embark on a delightful journey into the world of Culinary Alchemy, where vegetables are not just ingredients but vessels of joy and happiness. Under the whimsical guidance of Chef Joyful Carrot, students will delve into the ancient art of transforming everyday veggies into culinary masterpieces that uplift the soul. Starting with a brief history of vegetable alchemy, participants will learn how past cultures integrated emotional positivity into their cooking practices. Through hands- on experience, students will gain skills in vegetable carving, using special tools to turn carrots into cheerful characters and cucumbers into charming creatures. The course will cover techniques to infuse meals with mood-enhancing spices, teaching how the right combination of flavors can evoke specific emotions. Students will master creative presentation skills, learning how to arrange dishes that not only please the eye but also bring smiles to those who taste them. By the end of the session, participants will have crafted an entire meal designed to boost happiness, which they can recreate at home. Whether you're a seasoned cook or a culinary novice, join us in Norfolk for a whimsical, educational experience that transforms cooking into an act of joy.",Culinary Arts,CLASS_0800 Culinary Alchemy: Transforming Veggies into
CLASS_0812,2026-03-30 13:12:15.191000+00:00,"['Mindfulness', 'Weather Observation', 'Creative Movement', 'Meteorology Basics', 'Outdoor Recreation']",Cambridge,"['Cloud identification charts', 'Skydancing scarves', 'Portable weather vanes', 'Binoculars for cloud watching', 'Journal for cloud reflections']",Professor Nimbus,"['Identify various cloud types and their characteristics', 'Understand how weather patterns influence cloud formation', 'Learn the basics of skydancing techniques', 'Develop mindfulness through cloud observation', 'Create and perform a simple skydance routine']",The Art of Cloud Appreciation & Skydancing,75.0,"Join Professor Nimbus in Cambridge for a whimsical journey through the skies with ""The Art of Cloud Appreciation & Skydancing."" This enchanting class offers adults an escape from the mundane as they learn to appreciate the beauty above and express themselves through movement. Begin with an engaging introduction to clouds, exploring different types such as cumulus, stratus, and nimbus, using detailed cloud identification charts. Gain an understanding of how weather patterns influence cloud formation, and spark your curiosity about the natural world. Once you've grounded yourself in cloud knowledge, it's time to lift your spirits with skydancing. Utilizing colorful skydancing scarves, discover the basics of creative movement inspired by the clouds. Experience mindfulness through cloud observation, using special binoculars to spot and journal your reflections on cloud shapes and changes. The class culminates in a joyful performance where each participant creates and performs a simple skydance routine, expressing their newfound appreciation and understanding of the sky. Whether you're a seasoned cloud-watcher or a curious beginner, this class promises a refreshing blend of education and whimsy, nourishing your soul with every glance at the heavens.",Outdoor Skills,CLASS_0812 The Art of Cloud Appreciation & Skydancing
CLASS_0814,2026-03-30 13:12:14.959000+00:00,"['Nature Crafts', 'Creative Painting', 'Psychology', 'Artistic Expression', 'Mindfulness']",Brighton,"['Selection of pebbles', 'Acrylic paints', 'Paint brushes', 'Color theory guide', 'Pebble personality analysis worksheet']",Professor Pebbles,"['Master the art of selecting the perfect pebble for painting', 'Learn various painting techniques to bring pebbles to life', 'Understand basic color theory through whimsical designs', 'Develop skills in pebble personality analysis', 'Create a personalized pebble to take home']",Brighton Beach Pebble Painting and Personality,75.0,"Join us for a creative escapade where the pebbles of Brighton Beach become your canvas! In this whimsical yet wonderfully practical class, led by the esteemed Professor Pebbles, you'll dive into the enchanting world of pebble painting combined with a unique twist—personality analysis of your painted pebbles! Begin your adventure by learning how to select pebbles that speak to you from the sandy shores of Brighton. You'll discover the joy of transforming these humble stones into exquisite works of art using a variety of painting techniques, from delicate brush strokes to vibrant splashes of color. As you paint, Professor Pebbles will guide you through the basics of color theory, helping you understand how to create harmonious and eye-catching designs. But the fun doesn't stop there! As your painted pebbles come to life, you'll delve into a playful exploration of pebble personality analysis. Using a specially crafted worksheet, you'll learn how to interpret the unique 'personalities' of your creations based on their colors, patterns, and shapes. This part of the class offers a delightful way to reflect on artistic choices and engage in mindfulness. By the end of the session, you'll have a beautiful, personalized pebble to take home, imbued with your creativity and insights. Perfect for those seeking a blend of artistic expression and light-hearted psychology!",Nature Crafts,CLASS_0814 Brighton Beach Pebble Painting and Personality
CLASS_0857,2026-03-30 13:11:58.268000+00:00,"['Creative Baking', 'Sugar Sculpture', 'Visual Arts', 'Food Presentation', 'Culinary Physics']",Exeter,"['Assorted colors of edible food-safe dye', 'Sugar and meringue powder', 'Special cloud-shaped molds', 'Flavoring extracts', 'Decorative edible glitter']",Chef Nimbus,"['Learn to create edible cloud shapes using sugar and meringue.', 'Understand the physics behind cloud formation and apply it to culinary arts.', 'Develop skills in delicate sugar sculpture techniques.', 'Experiment with flavors that complement visual aesthetics.', 'Embrace creativity and whimsy in food presentation.']",Culinary Cloud Sculpting,75.0,"Welcome to Culinary Cloud Sculpting, where the skies are not the limit, but the beginning of a delicious adventure! Guided by the ethereal Chef Nimbus, this enchanting class invites you to explore the whimsical world of edible cloud creations. Here, you will master the art of crafting delicate meringue clouds that float atop your plate, turning every meal into a sky-high culinary masterpiece. Dive into the physics of cloud formation as you learn how to manipulate sugar and meringue powder into fluffy shapes that mimic the grandeur of cumulus and cirrus clouds. With a palette of colorful edible dyes, students will not only sculpt these sugary wonders but also customize them with delightful flavors that captivate the senses. Chef Nimbus will reveal secrets to achieving the perfect texture and consistency, ensuring each cloud holds its shape until it's ready to melt in your mouth. Throughout the course, you'll experiment with different flavor profiles to complement the visual artistry, transforming your edible sculptures into a feast for both the eyes and palate. Embrace your creative spirit as you sprinkle your creations with edible glitter, adding a touch of sparkle to your culinary skies. This class is perfect for adults seeking to blend creativity with baking in a unique and joyful way, bringing a slice of heaven to their kitchen repertoire. Join us in Exeter and soar through this delightful culinary experience!",Creative Arts,CLASS_0857 Culinary Cloud Sculpting
CLASS_0906,2026-03-30 13:12:21.157000+00:00,"['Wood Carving', 'Storytelling', 'Cultural History', 'Craftsmanship', 'Creativity']",Lake District,"['Locally sourced wood blocks', 'Carving knives', 'Protective gloves', 'Story prompt cards', 'Wood polish']",Sir Whittlewood,"['Master the basics of traditional spoon carving using local wood.', 'Develop storytelling skills to accompany carved creations.', 'Understand the history and significance of wooden utensils in British culture.', 'Learn safe carving techniques and wood maintenance.', 'Create a personalized enchanted spoon with a unique story.']",Enchanted Spoon Carving & Storytelling,75.0,"Embark on a whimsical journey through wood and words in this charming class that combines the art of spoon carving with the magic of storytelling. Nestled in the breathtaking Lake District, 'Enchanted Spoon Carving & Storytelling' invites you to tap into your creative spirit under the guidance of Sir Whittlewood, a master carver known for his lively tales and deft hand. In this unique class, you will learn the age- old skill of carving wooden spoons from locally sourced wood, while Sir Whittlewood regales you with the history of this humble utensil. Discover how spoons have played a pivotal role in British culture, from the kitchens of medieval peasants to the tables of royalty. As you carve, you'll be encouraged to weave a story around your creation, guided by story prompt cards designed to spark your imagination. By the end of the session, not only will you have crafted your very own enchanted spoon, but you'll also have a delightful story to accompany it, ready to share at your next dinner party. Join us for an afternoon where tradition meets imagination, and leave with a skill that blends practical craftsmanship with the art of narrative. Create a piece that is as functional as it is fantastical, and add a dash of magic to your everyday life.",Traditional Skills,CLASS_0906 Enchanted Spoon Carving & Storytelling
CLASS_0946,2026-03-30 13:12:07.317000+00:00,"['Felting', 'Creative Design', 'Crafting', 'Storytelling', 'Relaxation Techniques']",Windsor,"['Felt sheets in assorted colors', 'Felting needles', 'Stuffing material', 'Embroidery thread', 'Decorative accessories']",Fiona Fluffweaver,"['Master the basics of felting techniques', 'Understand the art of whimsical creature design', 'Learn how to incorporate textures and colors creatively', 'Develop storytelling skills to bring your creature to life', 'Cultivate crafting skills for relaxation and stress relief']",Fantastical Felted Creature Crafting,75.0,"Step into the world of Fantastical Felted Creature Crafting, where imagination meets skillful artistry under the tutelage of Fiona Fluffweaver, Windsor's very own fiber arts aficionado. This whimsical class invites you to delve into the enchanting realm of felt crafting, transforming simple materials into delightful, spirited creatures that spring to life with character and charm. Over the course of the session, students will learn the basics of felting techniques, from needle control to shaping fibers. Fiona will guide you through the process of conceptualizing your own fantastical creature, encouraging you to explore unique textures, vibrant colors, and playful designs. Whether you envision a cheeky gnome, a mischievous dragon, or a cuddly monster, you'll discover the joy of bringing your creation to life. Beyond crafting skills, you'll engage in storytelling exercises, allowing your creature to develop a backstory and personality that adds depth to your art. This hands-on experience is not only about mastering a new skill but also about finding tranquility and joy through creativity. Join us to cultivate a sense of wonder and whimsy, and take home a felted friend that will surely spark smiles and stories for years to come. Fiona Fluffweaver ensures that every participant leaves with a pocketful of happiness and a masterpiece crafted from the heart.",Fiber Arts,CLASS_0946 Fantastical Felted Creature Crafting
